"LE_orig"	"LE_f"	"LE_fqc"	"LE_fall"	"LE_fall_qc"	"LE_fnum"	"LE_fsd"	"LE_fmeth"	"LE_fwin"
NA	6.38690265486726	1	6.38690265486726	1	113	9.8469436954938	2	14
NA	45.6853846153846	1	45.6853846153846	1	26	27.7138935887066	2	14
NA	47.7280769230769	1	47.7280769230769	1	26	27.4998341841155	2	14
NA	80.1444444444444	1	80.1444444444444	1	27	33.8429080553227	2	14
NA	81.5389285714286	1	81.5389285714286	1	28	34.0201520169144	2	14
NA	142.557037037037	1	142.557037037037	1	27	39.2877045568296	2	14
NA	143.178148148148	1	143.178148148148	1	27	39.4559081114639	2	14
NA	182.580714285714	1	182.580714285714	1	28	32.2620850659754	2	14
NA	184.078275862069	1	184.078275862069	1	29	32.691087914966	2	14
NA	241.055714285714	1	241.055714285714	1	28	59.6131397042366	2	14
179.79	179.79	0	179.79	NA	NA	NA	NA	NA
222.47	222.47	0	222.47	NA	NA	NA	NA	NA
258.07	258.07	0	258.07	NA	NA	NA	NA	NA
252.14	252.14	0	252.14	NA	NA	NA	NA	NA
322.26	322.26	0	322.26	NA	NA	NA	NA	NA
252.66	252.66	0	252.66	NA	NA	NA	NA	NA
203.76	203.76	0	203.76	NA	NA	NA	NA	NA
173.03	173.03	0	173.03	NA	NA	NA	NA	NA
162.31	162.31	0	162.31	NA	NA	NA	NA	NA
158.87	158.87	0	158.87	NA	NA	NA	NA	NA
133.46	133.46	0	133.46	NA	NA	NA	NA	NA
159.68	159.68	0	159.68	NA	NA	NA	NA	NA
78.62	78.62	0	78.62	NA	NA	NA	NA	NA
52.12	52.12	0	52.12	NA	NA	NA	NA	NA
31.11	31.11	0	31.11	NA	NA	NA	NA	NA
20.67	20.67	0	20.67	NA	NA	NA	NA	NA
20.42	20.42	0	20.42	NA	NA	NA	NA	NA
21.76	21.76	0	21.76	NA	NA	NA	NA	NA
18.83	18.83	0	18.83	NA	NA	NA	NA	NA
10.07	10.07	0	10.07	NA	NA	NA	NA	NA
2.75	2.75	0	2.75	NA	NA	NA	NA	NA
3.08	3.08	0	3.08	NA	NA	NA	NA	NA
NA	10.2017857142857	1	10.2017857142857	1	28	7.01210649048219	1	14
17.88	17.88	0	17.88	NA	NA	NA	NA	NA
13.09	13.09	0	13.09	NA	NA	NA	NA	NA
NA	7.61096774193548	1	7.61096774193548	1	31	8.77631295204644	1	14
1.14	1.14	0	1.14	NA	NA	NA	NA	NA
29.2	29.2	0	29.2	NA	NA	NA	NA	NA
NA	4.28820512820513	1	4.28820512820513	1	39	9.32634465309931	1	14
NA	3.27291666666667	1	3.27291666666667	1	48	8.71256636064555	1	14
NA	3.31829787234043	1	3.31829787234043	1	47	8.80102274668144	1	14
5.46	5.46	0	5.46	NA	NA	NA	NA	NA
1.72	1.72	0	1.72	NA	NA	NA	NA	NA
-1.48	-1.48	0	-1.48	NA	NA	NA	NA	NA
3.46	3.46	0	3.46	NA	NA	NA	NA	NA
4.48	4.48	0	4.48	NA	NA	NA	NA	NA
1.33	1.33	0	1.33	NA	NA	NA	NA	NA
8.24	8.24	0	8.24	NA	NA	NA	NA	NA
37.24	37.24	0	37.24	NA	NA	NA	NA	NA
62.4	62.4	0	62.4	NA	NA	NA	NA	NA
59.92	59.92	0	59.92	NA	NA	NA	NA	NA
33.89	33.89	0	33.89	NA	NA	NA	NA	NA
111.38	111.38	0	111.38	NA	NA	NA	NA	NA
155.39	155.39	0	155.39	NA	NA	NA	NA	NA
105.66	105.66	0	105.66	NA	NA	NA	NA	NA
166.65	166.65	0	166.65	NA	NA	NA	NA	NA
183	183	0	183	NA	NA	NA	NA	NA
258.25	258.25	0	258.25	NA	NA	NA	NA	NA
454.36	454.36	0	454.36	NA	NA	NA	NA	NA
327.14	327.14	0	327.14	NA	NA	NA	NA	NA
352	352	0	352	NA	NA	NA	NA	NA
261.73	261.73	0	261.73	NA	NA	NA	NA	NA
329.24	329.24	0	329.24	NA	NA	NA	NA	NA
262.81	262.81	0	262.81	NA	NA	NA	NA	NA
219.69	219.69	0	219.69	NA	NA	NA	NA	NA
225.14	225.14	0	225.14	NA	NA	NA	NA	NA
219.28	219.28	0	219.28	NA	NA	NA	NA	NA
167.96	167.96	0	167.96	NA	NA	NA	NA	NA
170.98	170.98	0	170.98	NA	NA	NA	NA	NA
185.61	185.61	0	185.61	NA	NA	NA	NA	NA
149.95	149.95	0	149.95	NA	NA	NA	NA	NA
127.76	127.76	0	127.76	NA	NA	NA	NA	NA
55.18	55.18	0	55.18	NA	NA	NA	NA	NA
34.87	34.87	0	34.87	NA	NA	NA	NA	NA
29.39	29.39	0	29.39	NA	NA	NA	NA	NA
19.62	19.62	0	19.62	NA	NA	NA	NA	NA
11.39	11.39	0	11.39	NA	NA	NA	NA	NA
NA	13.145	1	13.145	1	12	9.95517727343188	1	14
27.16	27.16	0	27.16	NA	NA	NA	NA	NA
4.82	4.82	0	4.82	NA	NA	NA	NA	NA
3.42	3.42	0	3.42	NA	NA	NA	NA	NA
9.77	9.77	0	9.77	NA	NA	NA	NA	NA
8.46	8.46	0	8.46	NA	NA	NA	NA	NA
NA	6.764	1	6.764	1	25	8.94992178736775	1	14
8.97	8.97	0	8.97	NA	NA	NA	NA	NA
15.06	15.06	0	15.06	NA	NA	NA	NA	NA
22.06	22.06	0	22.06	NA	NA	NA	NA	NA
9.58	9.58	0	9.58	NA	NA	NA	NA	NA
11.24	11.24	0	11.24	NA	NA	NA	NA	NA
6.8	6.8	0	6.8	NA	NA	NA	NA	NA
2.66	2.66	0	2.66	NA	NA	NA	NA	NA
1.87	1.87	0	1.87	NA	NA	NA	NA	NA
4.67	4.67	0	4.67	NA	NA	NA	NA	NA
NA	5.32204545454545	1	5.32204545454545	1	44	8.70935038283046	1	14
5.76	5.76	0	5.76	NA	NA	NA	NA	NA
0.72	0.72	0	0.72	NA	NA	NA	NA	NA
25.82	25.82	0	25.82	NA	NA	NA	NA	NA
39.08	39.08	0	39.08	NA	NA	NA	NA	NA
71.97	71.97	0	71.97	NA	NA	NA	NA	NA
97.95	97.95	0	97.95	NA	NA	NA	NA	NA
113.63	113.63	0	113.63	NA	NA	NA	NA	NA
137.26	137.26	0	137.26	NA	NA	NA	NA	NA
184.25	184.25	0	184.25	NA	NA	NA	NA	NA
173.72	173.72	0	173.72	NA	NA	NA	NA	NA
209.23	209.23	0	209.23	NA	NA	NA	NA	NA
241.96	241.96	0	241.96	NA	NA	NA	NA	NA
223.08	223.08	0	223.08	NA	NA	NA	NA	NA
219.22	219.22	0	219.22	NA	NA	NA	NA	NA
260.1	260.1	0	260.1	NA	NA	NA	NA	NA
273.52	273.52	0	273.52	NA	NA	NA	NA	NA
233.19	233.19	0	233.19	NA	NA	NA	NA	NA
204.83	204.83	0	204.83	NA	NA	NA	NA	NA
180.22	180.22	0	180.22	NA	NA	NA	NA	NA
239.85	239.85	0	239.85	NA	NA	NA	NA	NA
204.78	204.78	0	204.78	NA	NA	NA	NA	NA
193.89	193.89	0	193.89	NA	NA	NA	NA	NA
123.77	123.77	0	123.77	NA	NA	NA	NA	NA
134.65	134.65	0	134.65	NA	NA	NA	NA	NA
93.2	93.2	0	93.2	NA	NA	NA	NA	NA
60.44	60.44	0	60.44	NA	NA	NA	NA	NA
49.97	49.97	0	49.97	NA	NA	NA	NA	NA
11.89	11.89	0	11.89	NA	NA	NA	NA	NA
NA	15.39	1	15.39	1	7	15.350882710776	1	14
3.34	3.34	0	3.34	NA	NA	NA	NA	NA
12.66	12.66	0	12.66	NA	NA	NA	NA	NA
-9.08	-9.08	0	-9.08	NA	NA	NA	NA	NA
NA	7.630625	1	7.630625	1	16	11.9866144615567	1	14
NA	8.5278125	1	8.5278125	1	32	8.40328228283449	1	14
4.76	4.76	0	4.76	NA	NA	NA	NA	NA
NA	9.34027777777778	1	9.34027777777778	1	36	8.747959920906	1	14
10.13	10.13	0	10.13	NA	NA	NA	NA	NA
11.71	11.71	0	11.71	NA	NA	NA	NA	NA
19.08	19.08	0	19.08	NA	NA	NA	NA	NA
6.71	6.71	0	6.71	NA	NA	NA	NA	NA
14.81	14.81	0	14.81	NA	NA	NA	NA	NA
2.73	2.73	0	2.73	NA	NA	NA	NA	NA
NA	6.96285714285714	1	6.96285714285714	1	49	10.435822719524	1	14
NA	8.064	1	8.064	1	55	10.9326169480748	1	14
NA	8.0188679245283	1	8.0188679245283	1	53	11.1327800212459	1	14
NA	7.84	1	7.84	1	54	11.0090561348888	1	14
NA	7.84	1	7.84	1	54	11.0090561348888	1	14
7.04	7.04	0	7.04	NA	NA	NA	NA	NA
NA	8.10708333333333	1	8.10708333333333	1	48	11.5840256770488	1	14
10.69	10.69	0	10.69	NA	NA	NA	NA	NA
33.26	33.26	0	33.26	NA	NA	NA	NA	NA
72.31	72.31	0	72.31	NA	NA	NA	NA	NA
44.95	44.95	0	44.95	NA	NA	NA	NA	NA
75.54	75.54	0	75.54	NA	NA	NA	NA	NA
160.23	160.23	0	160.23	NA	NA	NA	NA	NA
136.61	136.61	0	136.61	NA	NA	NA	NA	NA
233.28	233.28	0	233.28	NA	NA	NA	NA	NA
243.64	243.64	0	243.64	NA	NA	NA	NA	NA
180.01	180.01	0	180.01	NA	NA	NA	NA	NA
322.65	322.65	0	322.65	NA	NA	NA	NA	NA
279.68	279.68	0	279.68	NA	NA	NA	NA	NA
379.94	379.94	0	379.94	NA	NA	NA	NA	NA
305.7	305.7	0	305.7	NA	NA	NA	NA	NA
352.31	352.31	0	352.31	NA	NA	NA	NA	NA
354.03	354.03	0	354.03	NA	NA	NA	NA	NA
250.17	250.17	0	250.17	NA	NA	NA	NA	NA
315.27	315.27	0	315.27	NA	NA	NA	NA	NA
274.27	274.27	0	274.27	NA	NA	NA	NA	NA
315.72	315.72	0	315.72	NA	NA	NA	NA	NA
246.26	246.26	0	246.26	NA	NA	NA	NA	NA
192.17	192.17	0	192.17	NA	NA	NA	NA	NA
117.36	117.36	0	117.36	NA	NA	NA	NA	NA
98.5	98.5	0	98.5	NA	NA	NA	NA	NA
67.94	67.94	0	67.94	NA	NA	NA	NA	NA
20.52	20.52	0	20.52	NA	NA	NA	NA	NA
12.24	12.24	0	12.24	NA	NA	NA	NA	NA
NA	12.3133333333333	2	12.3133333333333	2	3	5.42037206595021	1	28
-7.4	-7.4	0	-7.4	NA	NA	NA	NA	NA
-6.25	-6.25	0	-6.25	NA	NA	NA	NA	NA
NA	7.11558823529412	1	7.11558823529412	1	34	9.20902297689328	1	14
-2.96	-2.96	0	-2.96	NA	NA	NA	NA	NA
-2.09	-2.09	0	-2.09	NA	NA	NA	NA	NA
-1.32	-1.32	0	-1.32	NA	NA	NA	NA	NA
-14.86	-14.86	0	-14.86	NA	NA	NA	NA	NA
-13.14	-13.14	0	-13.14	NA	NA	NA	NA	NA
NA	5.57634615384615	1	5.57634615384615	1	52	10.5370751660173	1	14
1.1	1.1	0	1.1	NA	NA	NA	NA	NA
0.78	0.78	0	0.78	NA	NA	NA	NA	NA
NA	8.38807692307692	1	8.38807692307692	1	52	11.3421027269407	1	14
-7.73	-7.73	0	-7.73	NA	NA	NA	NA	NA
-5.74	-5.74	0	-5.74	NA	NA	NA	NA	NA
4.02	4.02	0	4.02	NA	NA	NA	NA	NA
-2.96	-2.96	0	-2.96	NA	NA	NA	NA	NA
-0.92	-0.92	0	-0.92	NA	NA	NA	NA	NA
NA	7.42487804878049	1	7.42487804878049	1	41	11.4462441704585	1	14
-4.37	-4.37	0	-4.37	NA	NA	NA	NA	NA
-1.7	-1.7	0	-1.7	NA	NA	NA	NA	NA
NA	6.73071428571429	1	6.73071428571429	1	28	10.4463986098245	1	14
19.6	19.6	0	19.6	NA	NA	NA	NA	NA
NA	60.2338461538462	1	60.2338461538462	1	13	15.092403463587	1	14
68.67	68.67	0	68.67	NA	NA	NA	NA	NA
98.15	98.15	0	98.15	NA	NA	NA	NA	NA
127.84	127.84	0	127.84	NA	NA	NA	NA	NA
151.3	151.3	0	151.3	NA	NA	NA	NA	NA
139.87	139.87	0	139.87	NA	NA	NA	NA	NA
169.01	169.01	0	169.01	NA	NA	NA	NA	NA
199.21	199.21	0	199.21	NA	NA	NA	NA	NA
261.18	261.18	0	261.18	NA	NA	NA	NA	NA
252.52	252.52	0	252.52	NA	NA	NA	NA	NA
302.22	302.22	0	302.22	NA	NA	NA	NA	NA
271.13	271.13	0	271.13	NA	NA	NA	NA	NA
222.08	222.08	0	222.08	NA	NA	NA	NA	NA
245.6	245.6	0	245.6	NA	NA	NA	NA	NA
214.61	214.61	0	214.61	NA	NA	NA	NA	NA
221.42	221.42	0	221.42	NA	NA	NA	NA	NA
184.34	184.34	0	184.34	NA	NA	NA	NA	NA
176.88	176.88	0	176.88	NA	NA	NA	NA	NA
164.95	164.95	0	164.95	NA	NA	NA	NA	NA
145.65	145.65	0	145.65	NA	NA	NA	NA	NA
114.01	114.01	0	114.01	NA	NA	NA	NA	NA
98.59	98.59	0	98.59	NA	NA	NA	NA	NA
70.16	70.16	0	70.16	NA	NA	NA	NA	NA
46.04	46.04	0	46.04	NA	NA	NA	NA	NA
NA	24.962	1	24.962	1	5	9.83952336243987	1	14
34.24	34.24	0	34.24	NA	NA	NA	NA	NA
3.84	3.84	0	3.84	NA	NA	NA	NA	NA
NA	10.1072972972973	1	10.1072972972973	1	37	8.69922654564717	1	14
NA	9.00258064516129	1	9.00258064516129	1	31	8.02574854982052	1	14
-5.24	-5.24	0	-5.24	NA	NA	NA	NA	NA
11.05	11.05	0	11.05	NA	NA	NA	NA	NA
7.47	7.47	0	7.47	NA	NA	NA	NA	NA
5.68	5.68	0	5.68	NA	NA	NA	NA	NA
3.52	3.52	0	3.52	NA	NA	NA	NA	NA
11.4	11.4	0	11.4	NA	NA	NA	NA	NA
6.02	6.02	0	6.02	NA	NA	NA	NA	NA
1.9	1.9	0	1.9	NA	NA	NA	NA	NA
NA	7.824375	1	7.824375	1	48	11.4810115030418	1	14
NA	10.0523529411765	1	10.0523529411765	1	17	11.8737412645571	1	14
7.74	7.74	0	7.74	NA	NA	NA	NA	NA
3.22	3.22	0	3.22	NA	NA	NA	NA	NA
NA	3.98272727272727	1	3.98272727272727	1	11	6.84322305775443	1	14
5.85	5.85	0	5.85	NA	NA	NA	NA	NA
NA	5.54222222222222	1	5.54222222222222	1	9	6.56074839057591	1	14
-1.54	-1.54	0	-1.54	NA	NA	NA	NA	NA
3.13	3.13	0	3.13	NA	NA	NA	NA	NA
NA	6.27266666666667	1	6.27266666666667	1	15	7.80642909646243	1	14
10.92	10.92	0	10.92	NA	NA	NA	NA	NA
50.28	50.28	0	50.28	NA	NA	NA	NA	NA
80.41	80.41	0	80.41	NA	NA	NA	NA	NA
90.27	90.27	0	90.27	NA	NA	NA	NA	NA
106.68	106.68	0	106.68	NA	NA	NA	NA	NA
159.23	159.23	0	159.23	NA	NA	NA	NA	NA
138.15	138.15	0	138.15	NA	NA	NA	NA	NA
173.99	173.99	0	173.99	NA	NA	NA	NA	NA
183.7	183.7	0	183.7	NA	NA	NA	NA	NA
195.71	195.71	0	195.71	NA	NA	NA	NA	NA
190.26	190.26	0	190.26	NA	NA	NA	NA	NA
208.98	208.98	0	208.98	NA	NA	NA	NA	NA
232.36	232.36	0	232.36	NA	NA	NA	NA	NA
233.07	233.07	0	233.07	NA	NA	NA	NA	NA
230.2	230.2	0	230.2	NA	NA	NA	NA	NA
222.57	222.57	0	222.57	NA	NA	NA	NA	NA
233.77	233.77	0	233.77	NA	NA	NA	NA	NA
214.76	214.76	0	214.76	NA	NA	NA	NA	NA
180.72	180.72	0	180.72	NA	NA	NA	NA	NA
170.28	170.28	0	170.28	NA	NA	NA	NA	NA
148.35	148.35	0	148.35	NA	NA	NA	NA	NA
150.53	150.53	0	150.53	NA	NA	NA	NA	NA
108.31	108.31	0	108.31	NA	NA	NA	NA	NA
84.5	84.5	0	84.5	NA	NA	NA	NA	NA
48.91	48.91	0	48.91	NA	NA	NA	NA	NA
26.34	26.34	0	26.34	NA	NA	NA	NA	NA
34.22	34.22	0	34.22	NA	NA	NA	NA	NA
25.19	25.19	0	25.19	NA	NA	NA	NA	NA
16.02	16.02	0	16.02	NA	NA	NA	NA	NA
18.72	18.72	0	18.72	NA	NA	NA	NA	NA
12.12	12.12	0	12.12	NA	NA	NA	NA	NA
NA	7.39491525423729	1	7.39491525423729	1	59	8.53576115687272	1	14
NA	6.02617647058824	1	6.02617647058824	1	68	9.26831209244813	1	14
-4.96	-4.96	0	-4.96	NA	NA	NA	NA	NA
-0.57	-0.57	0	-0.57	NA	NA	NA	NA	NA
NA	6.81757575757576	1	6.81757575757576	1	66	10.0572951036481	1	14
NA	6.65227272727273	1	6.65227272727273	1	66	10.0763013353809	1	14
-4.49	-4.49	0	-4.49	NA	NA	NA	NA	NA
NA	7.97090909090909	1	7.97090909090909	1	66	10.4779516094545	1	14
-6.15	-6.15	0	-6.15	NA	NA	NA	NA	NA
-0.68	-0.68	0	-0.68	NA	NA	NA	NA	NA
-3.61	-3.61	0	-3.61	NA	NA	NA	NA	NA
NA	7.74365384615385	1	7.74365384615385	1	52	11.2381210537618	1	14
NA	7.56209677419355	1	7.56209677419355	1	62	10.9102236813627	1	14
-2.22	-2.22	0	-2.22	NA	NA	NA	NA	NA
-1.96	-1.96	0	-1.96	NA	NA	NA	NA	NA
-0.93	-0.93	0	-0.93	NA	NA	NA	NA	NA
10.89	10.89	0	10.89	NA	NA	NA	NA	NA
22.93	22.93	0	22.93	NA	NA	NA	NA	NA
26.06	26.06	0	26.06	NA	NA	NA	NA	NA
61.76	61.76	0	61.76	NA	NA	NA	NA	NA
100.23	100.23	0	100.23	NA	NA	NA	NA	NA
105.8	105.8	0	105.8	NA	NA	NA	NA	NA
257.23	257.23	0	257.23	NA	NA	NA	NA	NA
159.68	159.68	0	159.68	NA	NA	NA	NA	NA
230.39	230.39	0	230.39	NA	NA	NA	NA	NA
203.52	203.52	0	203.52	NA	NA	NA	NA	NA
255.69	255.69	0	255.69	NA	NA	NA	NA	NA
263.01	263.01	0	263.01	NA	NA	NA	NA	NA
257.44	257.44	0	257.44	NA	NA	NA	NA	NA
261.87	261.87	0	261.87	NA	NA	NA	NA	NA
266.71	266.71	0	266.71	NA	NA	NA	NA	NA
246.47	246.47	0	246.47	NA	NA	NA	NA	NA
310.32	310.32	0	310.32	NA	NA	NA	NA	NA
335.64	335.64	0	335.64	NA	NA	NA	NA	NA
238.28	238.28	0	238.28	NA	NA	NA	NA	NA
237.84	237.84	0	237.84	NA	NA	NA	NA	NA
210.65	210.65	0	210.65	NA	NA	NA	NA	NA
175.12	175.12	0	175.12	NA	NA	NA	NA	NA
165.83	165.83	0	165.83	NA	NA	NA	NA	NA
119.87	119.87	0	119.87	NA	NA	NA	NA	NA
90.63	90.63	0	90.63	NA	NA	NA	NA	NA
51.16	51.16	0	51.16	NA	NA	NA	NA	NA
40.25	40.25	0	40.25	NA	NA	NA	NA	NA
22.88	22.88	0	22.88	NA	NA	NA	NA	NA
18.12	18.12	0	18.12	NA	NA	NA	NA	NA
20.78	20.78	0	20.78	NA	NA	NA	NA	NA
17.01	17.01	0	17.01	NA	NA	NA	NA	NA
11.74	11.74	0	11.74	NA	NA	NA	NA	NA
6.82	6.82	0	6.82	NA	NA	NA	NA	NA
NA	8.98125	1	8.98125	1	40	10.6492833965002	1	14
-9.31	-9.31	0	-9.31	NA	NA	NA	NA	NA
NA	5.76838235294118	1	5.76838235294118	1	68	8.64140788182009	1	14
0.19	0.19	0	0.19	NA	NA	NA	NA	NA
3.79	3.79	0	3.79	NA	NA	NA	NA	NA
-0.34	-0.34	0	-0.34	NA	NA	NA	NA	NA
1.14	1.14	0	1.14	NA	NA	NA	NA	NA
3.11	3.11	0	3.11	NA	NA	NA	NA	NA
NA	4.31109375	1	4.31109375	1	64	8.66251092987011	1	14
NA	4.83254545454545	1	4.83254545454545	1	55	8.4948174218345	1	14
1.4	1.4	0	1.4	NA	NA	NA	NA	NA
0.22	0.22	0	0.22	NA	NA	NA	NA	NA
-4.3	-4.3	0	-4.3	NA	NA	NA	NA	NA
NA	4.83739130434783	1	4.83739130434783	1	92	8.9325917469526	1	14
1.38	1.38	0	1.38	NA	NA	NA	NA	NA
7.92	7.92	0	7.92	NA	NA	NA	NA	NA
26.79	26.79	0	26.79	NA	NA	NA	NA	NA
53.73	53.73	0	53.73	NA	NA	NA	NA	NA
70.48	70.48	0	70.48	NA	NA	NA	NA	NA
85.87	85.87	0	85.87	NA	NA	NA	NA	NA
119.19	119.19	0	119.19	NA	NA	NA	NA	NA
154.87	154.87	0	154.87	NA	NA	NA	NA	NA
161.52	161.52	0	161.52	NA	NA	NA	NA	NA
245.68	245.68	0	245.68	NA	NA	NA	NA	NA
226.01	226.01	0	226.01	NA	NA	NA	NA	NA
261.93	261.93	0	261.93	NA	NA	NA	NA	NA
328.63	328.63	0	328.63	NA	NA	NA	NA	NA
304.31	304.31	0	304.31	NA	NA	NA	NA	NA
347.98	347.98	0	347.98	NA	NA	NA	NA	NA
327.91	327.91	0	327.91	NA	NA	NA	NA	NA
276.64	276.64	0	276.64	NA	NA	NA	NA	NA
267.57	267.57	0	267.57	NA	NA	NA	NA	NA
330.12	330.12	0	330.12	NA	NA	NA	NA	NA
339.76	339.76	0	339.76	NA	NA	NA	NA	NA
287.85	287.85	0	287.85	NA	NA	NA	NA	NA
286.67	286.67	0	286.67	NA	NA	NA	NA	NA
245.04	245.04	0	245.04	NA	NA	NA	NA	NA
217.94	217.94	0	217.94	NA	NA	NA	NA	NA
142.6	142.6	0	142.6	NA	NA	NA	NA	NA
115.26	115.26	0	115.26	NA	NA	NA	NA	NA
19.59	19.59	0	19.59	NA	NA	NA	NA	NA
35.96	35.96	0	35.96	NA	NA	NA	NA	NA
8.5	8.5	0	8.5	NA	NA	NA	NA	NA
12.06	12.06	0	12.06	NA	NA	NA	NA	NA
3.36	3.36	0	3.36	NA	NA	NA	NA	NA
NA	11.2508333333333	1	11.2508333333333	1	36	9.21523780795389	1	14
12.81	12.81	0	12.81	NA	NA	NA	NA	NA
NA	7.82206896551724	1	7.82206896551724	1	58	8.78659001349988	1	14
NA	6.67507936507937	1	6.67507936507937	1	63	8.19325073794827	1	14
NA	6.23826086956522	1	6.23826086956522	1	69	8.49143235276208	1	14
10.32	10.32	0	10.32	NA	NA	NA	NA	NA
NA	4.98345679012346	1	4.98345679012346	1	81	8.51576569670835	1	14
7.08	7.08	0	7.08	NA	NA	NA	NA	NA
4.1	4.1	0	4.1	NA	NA	NA	NA	NA
9.12	9.12	0	9.12	NA	NA	NA	NA	NA
18.96	18.96	0	18.96	NA	NA	NA	NA	NA
NA	6.42103448275862	1	6.42103448275862	1	87	9.22929121651615	1	14
11.94	11.94	0	11.94	NA	NA	NA	NA	NA
3.88	3.88	0	3.88	NA	NA	NA	NA	NA
NA	7.44817073170732	1	7.44817073170732	1	82	10.2655498584546	1	14
NA	7.5595	1	7.5595	1	80	10.3454254429161	1	14
NA	6.87736111111111	1	6.87736111111111	1	72	10.6102996722698	1	14
8.61	8.61	0	8.61	NA	NA	NA	NA	NA
32.57	32.57	0	32.57	NA	NA	NA	NA	NA
18.76	18.76	0	18.76	NA	NA	NA	NA	NA
55.44	55.44	0	55.44	NA	NA	NA	NA	NA
64.44	64.44	0	64.44	NA	NA	NA	NA	NA
90.33	90.33	0	90.33	NA	NA	NA	NA	NA
122.94	122.94	0	122.94	NA	NA	NA	NA	NA
175.53	175.53	0	175.53	NA	NA	NA	NA	NA
235.73	235.73	0	235.73	NA	NA	NA	NA	NA
250.39	250.39	0	250.39	NA	NA	NA	NA	NA
188.43	188.43	0	188.43	NA	NA	NA	NA	NA
269.41	269.41	0	269.41	NA	NA	NA	NA	NA
271.8	271.8	0	271.8	NA	NA	NA	NA	NA
301.52	301.52	0	301.52	NA	NA	NA	NA	NA
326.74	326.74	0	326.74	NA	NA	NA	NA	NA
339.27	339.27	0	339.27	NA	NA	NA	NA	NA
271.14	271.14	0	271.14	NA	NA	NA	NA	NA
355.87	355.87	0	355.87	NA	NA	NA	NA	NA
383.05	383.05	0	383.05	NA	NA	NA	NA	NA
326.98	326.98	0	326.98	NA	NA	NA	NA	NA
311.42	311.42	0	311.42	NA	NA	NA	NA	NA
228.97	228.97	0	228.97	NA	NA	NA	NA	NA
216.76	216.76	0	216.76	NA	NA	NA	NA	NA
192	192	0	192	NA	NA	NA	NA	NA
131.92	131.92	0	131.92	NA	NA	NA	NA	NA
123.64	123.64	0	123.64	NA	NA	NA	NA	NA
85.42	85.42	0	85.42	NA	NA	NA	NA	NA
23.42	23.42	0	23.42	NA	NA	NA	NA	NA
-13.13	-13.13	0	-13.13	NA	NA	NA	NA	NA
14.06	14.06	0	14.06	NA	NA	NA	NA	NA
3.35	3.35	0	3.35	NA	NA	NA	NA	NA
NA	10.3353333333333	1	10.3353333333333	1	30	11.6638438489776	1	14
-10.97	-10.97	0	-10.97	NA	NA	NA	NA	NA
16.48	16.48	0	16.48	NA	NA	NA	NA	NA
12.58	12.58	0	12.58	NA	NA	NA	NA	NA
NA	8.95953488372093	1	8.95953488372093	1	43	8.75026338474023	1	14
7.95	7.95	0	7.95	NA	NA	NA	NA	NA
13.27	13.27	0	13.27	NA	NA	NA	NA	NA
-8.31	-8.31	0	-8.31	NA	NA	NA	NA	NA
NA	7.67113636363636	1	7.67113636363636	1	44	8.00843602183699	1	14
11.3	11.3	0	11.3	NA	NA	NA	NA	NA
4.42	4.42	0	4.42	NA	NA	NA	NA	NA
NA	5.66784090909091	1	5.66784090909091	1	88	9.54307348848279	1	14
NA	6.92585365853659	1	6.92585365853659	1	82	10.0438371192033	1	14
NA	6.92585365853659	1	6.92585365853659	1	82	10.0438371192033	1	14
NA	6.78841463414634	1	6.78841463414634	1	82	9.87299177510992	1	14
9.8	9.8	0	9.8	NA	NA	NA	NA	NA
11.05	11.05	0	11.05	NA	NA	NA	NA	NA
17.45	17.45	0	17.45	NA	NA	NA	NA	NA
28.66	28.66	0	28.66	NA	NA	NA	NA	NA
32.27	32.27	0	32.27	NA	NA	NA	NA	NA
68.41	68.41	0	68.41	NA	NA	NA	NA	NA
NA	64.5466666666667	1	64.5466666666667	1	21	20.3873773039431	1	14
127	127	0	127	NA	NA	NA	NA	NA
124.38	124.38	0	124.38	NA	NA	NA	NA	NA
187.7	187.7	0	187.7	NA	NA	NA	NA	NA
223.11	223.11	0	223.11	NA	NA	NA	NA	NA
243.91	243.91	0	243.91	NA	NA	NA	NA	NA
292.18	292.18	0	292.18	NA	NA	NA	NA	NA
341.7	341.7	0	341.7	NA	NA	NA	NA	NA
333.22	333.22	0	333.22	NA	NA	NA	NA	NA
439.93	439.93	0	439.93	NA	NA	NA	NA	NA
419.64	419.64	0	419.64	NA	NA	NA	NA	NA
365.94	365.94	0	365.94	NA	NA	NA	NA	NA
311.16	311.16	0	311.16	NA	NA	NA	NA	NA
339.18	339.18	0	339.18	NA	NA	NA	NA	NA
360.59	360.59	0	360.59	NA	NA	NA	NA	NA
401.08	401.08	0	401.08	NA	NA	NA	NA	NA
313.44	313.44	0	313.44	NA	NA	NA	NA	NA
316.75	316.75	0	316.75	NA	NA	NA	NA	NA
233.82	233.82	0	233.82	NA	NA	NA	NA	NA
144.58	144.58	0	144.58	NA	NA	NA	NA	NA
49.44	49.44	0	49.44	NA	NA	NA	NA	NA
40.76	40.76	0	40.76	NA	NA	NA	NA	NA
105.01	105.01	0	105.01	NA	NA	NA	NA	NA
NA	45.42	1	45.42	1	36	27.3264224829063	2	14
31.84	31.84	0	31.84	NA	NA	NA	NA	NA
13.55	13.55	0	13.55	NA	NA	NA	NA	NA
NA	21.41875	1	21.41875	1	8	12.461595217192	1	14
